application_id,job_id,candidate_id,application_date,skill_match_score,salary_match_score,education_match_score,experience_match_score,total_match_score,is_matched,status
APP802144,JOB523190,CAND489244,2026-03-04,0.5,0.4,0.6,1.0,0.6,1,面试中
APP232880,JOB733488,CAND779319,2026-02-22,0.0,1.0,1.0,0.1,0.42,0,已查看
APP209740,JOB327653,CAND529498,2026-02-04,0.167,0.4,0.6,0.4,0.347,0,已拒绝
APP357361,JOB757684,CAND473412,2026-03-02,0.0,0.1,1.0,1.0,0.42,0,已录用
APP813235,JOB582595,CAND972061,2026-02-10,0.0,1.0,1.0,1.0,0.6,1,面试中
APP806079,JOB633188,CAND789503,2026-02-17,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP281340,JOB863739,CAND217959,2026-02-11,0.0,0.4,1.0,0.4,0.36,0,待处理
APP354372,JOB592377,CAND590474,2026-02-20,0.0,0.7,1.0,1.0,0.54,0,面试中
APP136567,JOB155368,CAND743622,2026-02-06,0.0,0.1,0.2,0.1,0.08,0,待处理
APP661547,JOB354235,CAND264347,2026-02-14,0.167,0.4,1.0,1.0,0.547,0,已录用
APP135734,JOB877259,CAND358600,2026-03-05,0.0,0.1,1.0,0.1,0.24,0,待处理
APP756414,JOB799200,CAND935857,2026-02-21,0.167,0.4,0.6,1.0,0.467,0,已拒绝
APP362428,JOB928744,CAND372120,2026-03-04,0.4,1.0,1.0,1.0,0.76,1,已查看
APP294334,JOB101265,CAND405895,2026-02-08,0.0,0.7,1.0,0.4,0.42,0,面试中
APP454282,JOB790416,CAND927690,2026-02-05,0.0,1.0,1.0,1.0,0.6,1,已录用
APP978763,JOB552241,CAND592387,2026-03-05,0.0,1.0,1.0,0.7,0.54,0,已拒绝
APP873047,JOB139348,CAND890407,2026-02-13,0.0,0.7,0.2,0.4,0.26,0,待处理
APP750976,JOB871801,CAND285706,2026-02-18,0.0,0.4,0.2,1.0,0.32,0,已拒绝
APP457728,JOB860609,CAND237508,2026-02-15,0.0,0.7,1.0,1.0,0.54,0,已查看
APP786431,JOB295442,CAND348162,2026-02-25,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP805614,JOB697026,CAND688643,2026-02-06,0.75,0.7,1.0,1.0,0.84,1,已查看
APP152479,JOB682125,CAND619144,2026-02-22,0.0,0.7,1.0,0.7,0.48,0,待处理
APP780990,JOB848372,CAND956269,2026-02-23,0.0,0.7,0.6,1.0,0.46,0,待处理
APP719731,JOB243650,CAND511561,2026-02-24,0.0,0.7,1.0,0.7,0.48,0,已录用
APP375780,JOB333327,CAND305112,2026-02-14,0.0,0.1,1.0,1.0,0.42,0,待处理
APP901051,JOB545645,CAND789503,2026-02-15,0.333,0.4,1.0,1.0,0.613,1,面试中
APP646523,JOB701744,CAND973066,2026-02-06,0.0,0.4,1.0,1.0,0.48,0,已拒绝
APP793663,JOB785673,CAND886596,2026-02-10,0.0,0.1,0.2,1.0,0.26,0,已查看
APP128849,JOB276179,CAND169807,2026-02-21,0.0,0.4,1.0,1.0,0.48,0,已查看
APP743398,JOB383554,CAND985978,2026-02-22,0.0,1.0,0.2,1.0,0.44,0,面试中
APP698855,JOB416470,CAND450531,2026-02-05,0.0,0.4,1.0,1.0,0.48,0,已查看
APP739791,JOB565141,CAND826529,2026-02-15,0.667,0.4,1.0,1.0,0.747,1,已查看
APP951596,JOB917201,CAND946797,2026-02-11,0.0,0.7,1.0,0.7,0.48,0,已拒绝
APP631193,JOB549832,CAND516622,2026-02-13,0.0,0.1,0.2,1.0,0.26,0,待处理
APP222971,JOB136371,CAND850344,2026-02-06,0.0,0.4,0.2,1.0,0.32,0,已录用
APP349508,JOB543265,CAND339913,2026-02-20,0.0,0.1,1.0,0.1,0.24,0,已拒绝
APP785200,JOB181247,CAND280576,2026-02-04,0.0,0.1,1.0,0.4,0.3,0,已录用
APP922440,JOB835354,CAND325184,2026-02-12,0.0,0.7,1.0,0.4,0.42,0,待处理
APP573322,JOB521716,CAND972061,2026-02-12,0.0,0.4,0.2,1.0,0.32,0,已拒绝
APP177967,JOB248645,CAND360735,2026-02-22,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP739405,JOB605013,CAND829420,2026-03-06,0.0,0.7,0.2,1.0,0.38,0,已录用
APP178360,JOB692194,CAND461857,2026-02-25,0.0,0.4,1.0,0.1,0.3,0,已录用
APP203524,JOB821593,CAND782370,2026-02-28,0.333,1.0,1.0,0.4,0.613,1,已查看
APP966458,JOB286667,CAND855955,2026-02-06,0.5,0.1,1.0,0.7,0.56,0,已拒绝
APP563309,JOB156513,CAND154536,2026-02-05,0.0,1.0,1.0,0.7,0.54,0,已录用
APP532343,JOB890132,CAND159688,2026-03-03,0.0,0.7,1.0,1.0,0.54,0,已查看
APP500416,JOB316509,CAND644114,2026-02-25,0.2,0.1,1.0,0.1,0.32,0,面试中
APP356408,JOB425295,CAND628143,2026-02-23,0.0,0.1,0.6,0.7,0.28,0,已录用
APP699839,JOB365176,CAND610537,2026-02-05,0.333,0.1,0.6,0.7,0.413,0,已录用
APP117085,JOB818333,CAND175632,2026-02-17,0.6,0.4,0.6,0.7,0.58,0,已录用
APP472321,JOB669801,CAND926366,2026-03-06,0.0,0.7,1.0,1.0,0.54,0,待处理
APP204050,JOB780819,CAND930111,2026-02-04,0.0,0.4,0.2,1.0,0.32,0,已录用
APP549391,JOB464889,CAND828310,2026-03-01,0.0,0.4,1.0,1.0,0.48,0,已查看
APP660961,JOB284265,CAND842145,2026-02-27,0.0,0.1,1.0,0.4,0.3,0,已录用
APP730492,JOB383851,CAND801153,2026-03-06,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP962413,JOB356719,CAND676397,2026-02-18,0.0,0.1,1.0,1.0,0.42,0,待处理
APP910092,JOB183422,CAND112979,2026-02-18,0.0,0.1,1.0,0.1,0.24,0,面试中
APP666962,JOB277717,CAND253395,2026-02-05,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP133152,JOB774777,CAND871539,2026-02-27,0.0,0.1,0.6,1.0,0.34,0,面试中
APP713248,JOB503677,CAND821003,2026-03-01,0.0,0.1,1.0,0.1,0.24,0,已拒绝
APP457324,JOB287841,CAND860012,2026-02-21,0.0,0.4,1.0,1.0,0.48,0,已录用
APP670416,JOB681788,CAND564980,2026-02-22,0.0,0.7,1.0,1.0,0.54,0,已查看
APP885825,JOB887692,CAND704905,2026-02-28,0.0,0.7,1.0,1.0,0.54,0,面试中
APP923707,JOB613493,CAND525067,2026-02-27,0.0,0.1,0.2,0.1,0.08,0,面试中
APP310551,JOB656965,CAND228827,2026-02-26,0.0,0.1,0.2,0.1,0.08,0,已录用
APP756986,JOB541685,CAND275544,2026-02-23,0.0,0.7,0.2,1.0,0.38,0,已录用
APP989084,JOB920539,CAND296490,2026-02-11,0.75,1.0,1.0,0.7,0.84,1,已查看
APP913799,JOB904624,CAND921600,2026-03-06,0.0,0.1,0.2,0.4,0.14,0,已拒绝
APP113936,JOB700349,CAND710331,2026-02-18,0.0,0.4,0.2,1.0,0.32,0,待处理
APP242484,JOB761212,CAND960003,2026-02-28,0.0,0.7,0.2,1.0,0.38,0,面试中
APP614487,JOB343950,CAND654433,2026-02-26,0.0,1.0,0.6,1.0,0.52,0,面试中
APP407877,JOB893085,CAND169847,2026-03-04,0.0,0.1,1.0,1.0,0.42,0,已查看
APP817416,JOB554693,CAND991002,2026-03-05,0.0,0.1,1.0,0.4,0.3,0,面试中
APP929044,JOB323088,CAND671908,2026-02-08,0.333,0.1,0.2,1.0,0.393,0,已录用
APP857592,JOB282413,CAND804991,2026-02-18,0.167,0.1,0.2,1.0,0.327,0,待处理
APP396235,JOB362984,CAND208424,2026-02-20,0.0,0.1,0.2,1.0,0.26,0,已拒绝
APP997042,JOB960333,CAND578545,2026-02-23,0.333,0.1,1.0,1.0,0.553,0,已录用
APP335731,JOB826424,CAND468333,2026-03-02,0.0,0.1,0.6,0.4,0.22,0,面试中
APP849111,JOB884856,CAND860012,2026-02-10,0.0,0.7,0.6,1.0,0.46,0,已录用
APP151899,JOB979316,CAND935307,2026-02-11,0.8,0.7,1.0,1.0,0.86,1,已录用
APP660140,JOB818333,CAND969749,2026-02-10,0.0,0.1,1.0,1.0,0.42,0,已查看
APP983801,JOB785055,CAND883879,2026-02-20,0.0,1.0,1.0,1.0,0.6,1,待处理
APP596947,JOB353584,CAND502123,2026-03-03,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP299072,JOB366893,CAND832630,2026-02-23,0.0,0.7,1.0,0.7,0.48,0,已拒绝
APP109487,JOB580425,CAND303718,2026-02-20,0.0,0.1,0.2,0.1,0.08,0,面试中
APP696601,JOB882634,CAND621202,2026-02-14,0.75,0.7,1.0,1.0,0.84,1,已录用
APP554511,JOB756556,CAND749812,2026-02-25,0.0,0.1,1.0,0.1,0.24,0,已拒绝
APP829371,JOB527865,CAND671409,2026-02-12,0.0,0.7,1.0,1.0,0.54,0,待处理
APP119693,JOB566861,CAND494075,2026-02-20,0.0,1.0,1.0,1.0,0.6,1,已录用
APP717788,JOB391223,CAND397563,2026-02-06,0.0,1.0,1.0,0.4,0.48,0,待处理
APP513715,JOB705117,CAND581998,2026-02-22,0.0,0.4,1.0,1.0,0.48,0,已录用
APP532210,JOB110373,CAND178810,2026-03-03,0.0,0.1,0.6,0.4,0.22,0,已录用
APP551547,JOB903119,CAND565657,2026-02-15,0.4,0.4,1.0,1.0,0.64,1,已拒绝
APP967448,JOB912358,CAND353715,2026-02-21,0.0,0.7,1.0,1.0,0.54,0,已录用
APP808256,JOB885262,CAND320950,2026-02-09,0.667,0.7,0.2,1.0,0.647,1,已拒绝
APP209645,JOB337520,CAND603546,2026-02-28,0.0,0.4,0.2,1.0,0.32,0,已录用
APP880316,JOB857102,CAND253506,2026-02-04,0.0,0.1,1.0,0.1,0.24,0,已录用
APP357260,JOB656521,CAND247654,2026-02-27,0.0,0.7,0.2,0.4,0.26,0,面试中
APP180912,JOB447553,CAND725557,2026-03-01,0.5,0.7,1.0,1.0,0.74,1,待处理
APP736517,JOB186847,CAND306653,2026-02-11,0.0,0.4,1.0,1.0,0.48,0,面试中
APP672502,JOB175953,CAND380680,2026-02-23,0.0,0.4,1.0,1.0,0.48,0,已拒绝
APP651091,JOB206251,CAND668512,2026-03-04,0.0,0.4,1.0,1.0,0.48,0,已拒绝
APP899340,JOB334770,CAND998783,2026-03-06,0.25,0.1,1.0,0.1,0.34,0,待处理
APP232083,JOB566300,CAND518215,2026-02-24,0.0,1.0,1.0,1.0,0.6,1,面试中
APP203930,JOB665185,CAND434050,2026-02-28,0.8,0.7,1.0,0.4,0.74,1,待处理
APP660450,JOB118473,CAND275544,2026-02-14,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP368838,JOB661500,CAND943338,2026-02-04,0.0,0.1,1.0,1.0,0.42,0,面试中
APP276094,JOB117004,CAND706291,2026-02-23,0.0,0.1,1.0,0.1,0.24,0,待处理
APP444472,JOB981196,CAND730089,2026-02-07,0.0,0.1,1.0,0.1,0.24,0,待处理
APP878006,JOB856969,CAND635250,2026-02-24,0.0,1.0,0.2,1.0,0.44,0,待处理
APP899511,JOB971004,CAND588734,2026-03-03,0.0,0.1,1.0,1.0,0.42,0,已录用
APP239584,JOB770487,CAND662588,2026-02-09,0.0,1.0,1.0,0.7,0.54,0,已查看
APP439955,JOB710921,CAND746872,2026-02-17,0.0,0.7,1.0,1.0,0.54,0,待处理
APP852185,JOB469673,CAND708273,2026-02-27,0.0,1.0,1.0,0.7,0.54,0,待处理
APP354313,JOB462147,CAND447320,2026-02-16,0.0,0.1,1.0,0.1,0.24,0,面试中
APP547035,JOB991062,CAND556122,2026-02-22,0.0,0.1,0.2,0.1,0.08,0,已拒绝
APP784471,JOB174242,CAND353715,2026-03-01,0.0,0.7,1.0,1.0,0.54,0,待处理
APP223220,JOB887931,CAND592339,2026-03-02,0.0,1.0,0.2,1.0,0.44,0,已拒绝
APP955523,JOB215172,CAND769622,2026-03-06,0.333,0.4,1.0,1.0,0.613,1,待处理
APP455743,JOB125990,CAND635250,2026-02-24,0.0,0.7,0.2,1.0,0.38,0,已拒绝
APP744763,JOB152510,CAND668029,2026-02-20,0.0,0.4,1.0,1.0,0.48,0,已查看
APP986679,JOB422765,CAND782370,2026-02-25,0.0,0.4,1.0,1.0,0.48,0,已查看
APP105028,JOB904031,CAND409176,2026-02-12,0.25,0.4,1.0,0.1,0.4,0,已查看
APP911050,JOB826994,CAND715982,2026-03-02,0.0,0.1,0.2,1.0,0.26,0,已录用
APP535925,JOB756541,CAND117300,2026-02-18,0.0,0.4,1.0,1.0,0.48,0,已录用
APP343547,JOB997306,CAND976917,2026-02-21,0.0,0.1,1.0,1.0,0.42,0,待处理
APP759684,JOB785080,CAND235605,2026-03-05,0.0,1.0,0.2,1.0,0.44,0,面试中
APP469620,JOB236001,CAND175632,2026-02-25,0.6,0.1,0.2,0.1,0.32,0,已查看
APP693458,JOB270996,CAND185836,2026-03-01,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP973965,JOB687872,CAND423335,2026-02-24,0.0,0.7,1.0,1.0,0.54,0,面试中
APP479721,JOB149249,CAND358600,2026-02-27,0.0,1.0,0.6,0.4,0.4,0,面试中
APP469722,JOB148908,CAND159688,2026-02-22,0.833,1.0,1.0,0.7,0.873,1,已拒绝
APP811981,JOB796099,CAND817087,2026-03-01,0.0,0.7,1.0,0.7,0.48,0,已查看
APP273998,JOB942633,CAND735165,2026-03-04,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP803315,JOB390955,CAND258157,2026-02-10,0.0,1.0,1.0,1.0,0.6,1,已查看
APP931053,JOB387078,CAND865055,2026-02-14,0.167,0.7,1.0,1.0,0.607,1,已录用
APP941008,JOB348636,CAND216131,2026-02-04,0.0,0.7,1.0,0.1,0.36,0,待处理
APP231491,JOB894708,CAND220479,2026-02-16,0.0,0.4,0.2,1.0,0.32,0,面试中
APP962573,JOB659133,CAND193635,2026-02-13,0.2,0.1,0.6,0.1,0.24,0,已拒绝
APP933780,JOB947912,CAND871539,2026-02-16,0.0,0.7,1.0,1.0,0.54,0,已录用
APP991729,JOB810656,CAND133341,2026-02-14,0.2,1.0,1.0,1.0,0.68,1,已拒绝
APP749453,JOB344419,CAND936270,2026-02-28,0.0,0.1,0.6,0.7,0.28,0,已拒绝
APP561181,JOB738627,CAND698574,2026-03-02,0.0,0.7,1.0,1.0,0.54,0,面试中
APP282796,JOB393404,CAND541505,2026-02-05,0.0,0.1,0.2,0.7,0.2,0,面试中
APP130233,JOB726521,CAND682466,2026-02-06,0.0,1.0,0.2,1.0,0.44,0,已拒绝
APP127269,JOB999462,CAND321053,2026-02-26,0.0,1.0,1.0,0.7,0.54,0,已拒绝
APP602002,JOB985764,CAND191765,2026-02-23,0.0,0.4,0.2,1.0,0.32,0,待处理
APP564809,JOB215172,CAND319353,2026-02-18,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP933145,JOB622766,CAND603564,2026-02-25,0.0,0.1,1.0,1.0,0.42,0,待处理
APP398569,JOB103404,CAND997472,2026-02-11,0.0,0.7,1.0,0.7,0.48,0,已录用
APP905258,JOB560477,CAND123083,2026-02-14,0.0,0.1,1.0,0.1,0.24,0,已录用
APP158362,JOB711004,CAND297607,2026-03-04,0.333,0.7,1.0,1.0,0.673,1,已拒绝
APP206195,JOB468725,CAND644399,2026-03-06,0.0,1.0,1.0,0.1,0.42,0,已拒绝
APP795840,JOB242737,CAND499278,2026-02-26,0.0,0.7,0.6,1.0,0.46,0,面试中
APP173735,JOB794519,CAND530977,2026-02-09,0.0,0.7,0.2,1.0,0.38,0,已查看
APP106549,JOB771578,CAND225166,2026-03-04,0.0,0.4,1.0,0.4,0.36,0,已查看
APP817985,JOB187632,CAND677512,2026-02-22,0.0,0.1,0.2,0.1,0.08,0,已拒绝
APP273114,JOB712795,CAND329808,2026-02-08,0.0,0.1,0.6,0.1,0.16,0,已录用
APP998107,JOB209619,CAND146521,2026-02-23,0.0,1.0,0.2,1.0,0.44,0,已查看
APP451962,JOB280547,CAND529498,2026-02-04,0.0,1.0,1.0,0.7,0.54,0,面试中
APP774143,JOB176830,CAND650018,2026-02-13,0.0,0.1,0.2,1.0,0.26,0,待处理
APP389008,JOB311110,CAND880242,2026-02-06,0.0,0.1,1.0,0.1,0.24,0,已录用
APP183938,JOB893271,CAND580783,2026-02-13,0.2,1.0,1.0,0.7,0.62,1,已拒绝
APP268381,JOB113784,CAND818228,2026-02-13,0.0,0.1,1.0,0.1,0.24,0,已拒绝
APP524637,JOB329927,CAND807722,2026-02-22,0.0,0.4,1.0,1.0,0.48,0,已拒绝
APP967649,JOB388018,CAND803592,2026-02-27,0.333,0.7,1.0,1.0,0.673,1,已录用
APP866984,JOB278523,CAND501153,2026-03-02,0.0,1.0,0.6,0.7,0.46,0,已查看
APP601989,JOB694780,CAND361637,2026-02-11,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP388097,JOB296769,CAND122662,2026-02-19,0.167,0.7,1.0,1.0,0.607,1,已查看
APP516153,JOB803146,CAND959919,2026-02-09,0.5,0.4,1.0,1.0,0.68,1,待处理
APP481326,JOB101999,CAND940667,2026-02-16,0.0,0.1,1.0,1.0,0.42,0,待处理
APP274334,JOB931016,CAND288839,2026-03-03,0.167,1.0,0.6,0.7,0.527,0,已查看
APP776162,JOB468977,CAND554319,2026-02-24,0.0,1.0,1.0,0.4,0.48,0,面试中
APP893669,JOB974769,CAND804991,2026-02-28,0.0,0.1,0.2,1.0,0.26,0,面试中
APP721864,JOB953370,CAND565303,2026-02-24,0.0,1.0,0.6,1.0,0.52,0,已拒绝
APP786452,JOB954451,CAND448371,2026-03-05,0.0,1.0,0.2,1.0,0.44,0,已拒绝
APP713339,JOB850286,CAND968889,2026-02-12,0.0,1.0,0.6,1.0,0.52,0,已拒绝
APP586218,JOB610472,CAND974607,2026-02-28,0.0,0.1,0.2,1.0,0.26,0,面试中
APP797389,JOB706174,CAND185089,2026-02-24,0.0,1.0,0.6,0.7,0.46,0,已查看
APP115897,JOB827013,CAND626610,2026-02-28,0.8,0.7,0.6,1.0,0.78,1,待处理
APP124001,JOB161788,CAND653873,2026-02-05,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP913552,JOB232392,CAND969749,2026-03-05,0.0,0.1,1.0,1.0,0.42,0,已查看
APP920371,JOB397604,CAND529533,2026-02-12,0.0,0.1,1.0,1.0,0.42,0,面试中
APP248309,JOB191162,CAND181836,2026-02-22,0.0,0.1,0.2,0.4,0.14,0,已查看
APP475841,JOB384395,CAND939563,2026-02-08,0.0,0.7,1.0,0.7,0.48,0,面试中
APP349918,JOB646271,CAND665735,2026-02-22,0.2,0.1,0.2,0.1,0.16,0,已录用
APP217215,JOB198045,CAND841423,2026-03-03,0.0,0.1,1.0,0.1,0.24,0,已拒绝
APP898502,JOB840208,CAND113388,2026-03-04,0.0,0.7,1.0,0.4,0.42,0,面试中
APP178726,JOB776974,CAND383010,2026-02-09,0.0,0.4,1.0,1.0,0.48,0,面试中
APP647699,JOB914915,CAND411387,2026-03-02,0.0,1.0,0.2,0.4,0.32,0,面试中
APP346985,JOB515559,CAND819254,2026-02-20,0.0,0.1,1.0,1.0,0.42,0,面试中
APP858327,JOB771706,CAND233882,2026-02-20,0.0,0.1,0.6,0.7,0.28,0,面试中
APP518398,JOB366519,CAND235605,2026-02-12,0.0,1.0,1.0,1.0,0.6,1,已拒绝
APP352651,JOB991231,CAND502123,2026-02-04,0.0,0.1,0.2,1.0,0.26,0,已录用
APP971122,JOB802855,CAND966621,2026-02-22,0.0,0.4,0.6,1.0,0.4,0,已录用
APP551259,JOB895238,CAND343433,2026-02-15,0.0,0.1,0.2,0.1,0.08,0,已拒绝
APP854076,JOB103364,CAND434237,2026-02-13,0.0,0.1,0.6,0.7,0.28,0,已拒绝
APP559675,JOB823036,CAND499650,2026-02-26,0.0,0.7,0.6,1.0,0.46,0,已查看
APP328678,JOB674640,CAND138546,2026-02-26,0.0,1.0,0.2,1.0,0.44,0,面试中
APP703611,JOB825772,CAND232320,2026-02-12,0.0,0.7,0.2,1.0,0.38,0,已录用
APP724959,JOB953298,CAND523064,2026-02-14,0.0,0.1,0.6,0.1,0.16,0,待处理
APP409569,JOB303263,CAND898282,2026-02-12,0.0,1.0,1.0,0.7,0.54,0,已录用
APP896080,JOB649943,CAND564172,2026-02-08,0.0,0.4,1.0,1.0,0.48,0,待处理
APP111240,JOB157026,CAND328497,2026-02-07,0.0,0.7,1.0,0.4,0.42,0,已录用
APP420777,JOB973358,CAND177902,2026-02-19,0.0,0.1,1.0,1.0,0.42,0,待处理
APP731708,JOB948940,CAND351536,2026-02-16,0.0,0.4,1.0,1.0,0.48,0,已查看
APP320674,JOB724746,CAND896484,2026-02-04,0.0,0.7,0.2,1.0,0.38,0,待处理
APP798456,JOB330545,CAND901712,2026-02-25,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP657629,JOB311765,CAND358314,2026-02-17,0.0,0.7,1.0,1.0,0.54,0,已录用
APP507330,JOB358674,CAND651294,2026-02-14,0.0,1.0,0.2,1.0,0.44,0,已拒绝
APP689429,JOB728814,CAND522328,2026-02-24,0.0,0.1,0.2,0.1,0.08,0,待处理
APP313937,JOB226892,CAND940667,2026-02-17,0.0,0.1,0.2,1.0,0.26,0,面试中
APP868974,JOB939407,CAND638014,2026-02-19,0.833,0.7,1.0,1.0,0.873,1,已查看
APP887632,JOB303113,CAND471599,2026-02-08,0.0,0.1,1.0,0.4,0.3,0,面试中
APP487859,JOB174654,CAND190451,2026-03-03,0.0,1.0,0.2,1.0,0.44,0,待处理
APP481886,JOB782482,CAND648401,2026-02-21,0.0,0.1,1.0,1.0,0.42,0,已录用
APP266838,JOB296204,CAND789976,2026-02-10,0.667,0.4,1.0,1.0,0.747,1,已查看
APP247697,JOB390884,CAND999818,2026-03-04,0.4,0.7,1.0,1.0,0.7,1,已录用
APP518969,JOB591582,CAND675018,2026-02-10,0.0,0.1,0.2,0.7,0.2,0,已拒绝
APP169658,JOB538411,CAND665661,2026-02-05,0.0,1.0,0.2,1.0,0.44,0,已查看
APP123960,JOB325726,CAND644523,2026-02-18,0.0,0.4,1.0,1.0,0.48,0,面试中
APP421148,JOB684437,CAND681237,2026-03-02,0.0,0.4,0.2,1.0,0.32,0,面试中
APP283974,JOB198361,CAND256206,2026-03-04,0.0,0.4,1.0,0.7,0.42,0,已查看
APP419675,JOB840418,CAND916580,2026-02-21,0.0,0.4,0.6,0.1,0.22,0,已查看
APP266049,JOB669273,CAND698122,2026-02-22,0.4,1.0,0.2,1.0,0.6,1,面试中
APP232568,JOB804179,CAND911600,2026-02-25,0.0,0.4,1.0,0.4,0.36,0,待处理
APP354406,JOB974769,CAND921848,2026-02-06,0.0,1.0,1.0,1.0,0.6,1,已录用
APP708092,JOB241846,CAND283368,2026-02-27,0.0,0.1,1.0,1.0,0.42,0,待处理
APP439531,JOB982102,CAND789976,2026-02-04,0.0,1.0,0.2,1.0,0.44,0,待处理
APP433628,JOB329927,CAND401378,2026-02-25,0.0,0.4,1.0,1.0,0.48,0,已拒绝
APP606103,JOB309279,CAND216060,2026-02-07,0.25,0.7,0.2,1.0,0.48,0,面试中
APP417469,JOB229077,CAND293756,2026-02-11,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP739542,JOB498625,CAND648401,2026-03-01,0.0,1.0,1.0,0.4,0.48,0,已拒绝
APP352496,JOB204587,CAND399980,2026-02-04,0.0,0.1,1.0,0.7,0.36,0,已查看
APP945009,JOB850186,CAND698574,2026-03-05,0.25,0.1,0.2,0.4,0.24,0,面试中
APP218424,JOB687413,CAND322427,2026-02-24,1.0,0.1,0.2,1.0,0.66,1,已拒绝
APP202498,JOB257212,CAND792483,2026-02-09,0.0,0.1,1.0,0.1,0.24,0,已录用
APP376135,JOB498625,CAND618887,2026-02-13,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP606202,JOB735256,CAND921600,2026-02-08,0.333,1.0,0.2,1.0,0.573,0,面试中
APP319235,JOB297297,CAND840145,2026-03-03,0.0,0.1,0.6,0.7,0.28,0,已录用
APP742711,JOB162394,CAND149466,2026-03-02,0.0,1.0,0.6,1.0,0.52,0,已拒绝
APP748739,JOB373276,CAND573075,2026-02-15,0.0,0.7,1.0,1.0,0.54,0,已录用
APP627058,JOB859397,CAND776996,2026-02-27,0.0,0.1,0.6,0.4,0.22,0,待处理
APP791637,JOB195673,CAND363972,2026-02-18,0.0,0.4,1.0,0.7,0.42,0,已录用
APP660500,JOB590237,CAND447320,2026-03-02,0.0,0.1,1.0,0.1,0.24,0,已录用
APP979878,JOB818967,CAND315484,2026-02-05,0.0,0.4,0.2,0.7,0.26,0,已查看
APP942347,JOB959868,CAND986747,2026-03-06,0.0,0.1,0.2,1.0,0.26,0,待处理
APP941794,JOB374474,CAND261715,2026-02-28,0.667,0.1,1.0,1.0,0.687,1,已录用
APP775914,JOB573566,CAND620263,2026-02-15,0.0,0.1,0.2,1.0,0.26,0,面试中
APP339355,JOB710588,CAND666521,2026-03-01,0.0,0.1,0.2,1.0,0.26,0,待处理
APP865164,JOB734921,CAND682466,2026-02-21,0.0,0.7,0.2,1.0,0.38,0,已查看
APP770715,JOB193476,CAND457864,2026-02-10,0.25,1.0,0.6,1.0,0.62,1,面试中
APP283952,JOB502992,CAND723782,2026-03-06,0.0,0.1,0.2,0.4,0.14,0,待处理
APP918237,JOB449264,CAND502484,2026-03-02,0.0,1.0,1.0,1.0,0.6,1,已录用
APP185265,JOB895466,CAND523250,2026-02-12,0.333,0.7,0.2,1.0,0.513,0,待处理
APP907807,JOB491257,CAND661700,2026-02-24,0.0,1.0,1.0,1.0,0.6,1,面试中
APP397436,JOB171690,CAND208424,2026-02-26,0.5,0.1,0.2,0.4,0.34,0,待处理
APP296802,JOB175916,CAND725557,2026-02-18,0.0,1.0,1.0,0.7,0.54,0,已查看
APP579921,JOB792142,CAND416595,2026-02-20,0.0,0.7,1.0,0.4,0.42,0,已拒绝
APP214800,JOB736316,CAND277916,2026-02-11,0.0,1.0,0.2,1.0,0.44,0,已查看
APP929148,JOB956520,CAND372120,2026-02-05,0.0,0.1,1.0,0.1,0.24,0,待处理
APP325423,JOB796734,CAND952083,2026-02-15,0.0,1.0,1.0,1.0,0.6,1,已拒绝
APP545371,JOB874916,CAND233381,2026-03-06,0.333,1.0,0.2,1.0,0.573,0,已拒绝
APP610898,JOB396559,CAND647821,2026-02-22,0.0,1.0,1.0,0.1,0.42,0,已查看
APP450493,JOB406761,CAND320950,2026-02-05,0.0,0.1,0.2,1.0,0.26,0,待处理
APP639708,JOB276405,CAND826607,2026-03-03,0.0,0.4,0.2,1.0,0.32,0,面试中
APP678484,JOB733875,CAND392249,2026-02-15,0.0,0.4,1.0,1.0,0.48,0,待处理
APP379284,JOB266940,CAND398733,2026-02-10,0.0,0.1,0.2,0.7,0.2,0,已拒绝
APP848301,JOB211689,CAND216060,2026-02-11,0.333,1.0,0.2,1.0,0.573,0,已录用
APP628840,JOB940762,CAND192217,2026-02-13,0.0,1.0,1.0,0.7,0.54,0,已拒绝
APP314889,JOB415891,CAND875847,2026-02-22,0.0,0.7,1.0,1.0,0.54,0,待处理
APP279062,JOB496845,CAND932727,2026-02-05,0.0,0.1,1.0,1.0,0.42,0,面试中
APP655349,JOB206251,CAND567080,2026-03-04,0.333,0.1,1.0,0.1,0.373,0,待处理
APP168007,JOB884914,CAND593278,2026-02-19,0.0,0.1,0.2,0.7,0.2,0,已拒绝
APP833674,JOB974733,CAND730926,2026-03-01,0.0,0.7,0.6,0.7,0.4,0,面试中
APP312141,JOB324859,CAND922906,2026-02-24,0.5,0.1,1.0,1.0,0.62,1,面试中
