job_id,job_title,job_category,company_name,company_size,company_type,city,education,experience,salary_min,salary_max,salary_avg,skills,job_description,requirements,publish_date,views,applications
JOB851632,新媒体运营,运营,360,500-999人,能源,青岛,不限,1-3年,6500,10563,8531,"数据分析,SEO,活动策划","维护用户关系，提升用户活跃度
负责新媒体运营相关的运营工作
策划和执行线上线下活动","熟悉新媒体运营和内容策划
具备良好的文案写作能力
有成功运营案例者优先
具备数据分析能力和运营思维",2026-02-14,2052,50
JOB161788,深度学习工程师,技术,携程,0-20人,物流,南京,大专,不限,6344,10309,8326,"Git,算法,Linux","参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验
编写高质量、可维护的代码","不限以上相关工作经验
具备良好的编程基础和算法能力
具备良好的沟通能力和团队协作精神
熟悉相关技术栈和开发工具",2026-02-17,1033,26
JOB778243,法务专员,职能,小米,20-99人,物流,郑州,不限,不限,3157,5157,4157,"沟通协调,招聘,绩效考核,组织管理,Excel,培训","完成上级交办的其他任务
整理和归档相关文件资料
协助部门完成日常管理工作","不限以上相关工作经验
具备良好的沟通协调能力
熟练使用办公软件
有相关行业经验者优先",2026-02-21,259,20
JOB366296,行政专员,职能,中兴通讯,500-999人,零售,长沙,硕士,10年以上,17173,27906,22539,"培训,组织管理,绩效考核,PPT,Excel,沟通协调","完成上级交办的其他任务
整理和归档相关文件资料
协助部门完成日常管理工作","工作认真负责，细致耐心
具备良好的沟通协调能力
硕士及以上学历
有相关行业经验者优先",2026-02-22,622,70
JOB701514,平面设计,设计,360,0-20人,其他,郑州,大专,不限,4058,6595,5326,"3D Max,Sketch,After Effects","制作设计稿和交互原型
持续优化设计质量和用户体验
与产品、开发团队协作","熟练使用设计软件和工具
不限以上设计经验
具备良好的审美能力和创意思维
大专及以上学历，设计相关专业优先",2026-02-08,997,112
JOB466334,交互设计,产品,携程,1000-9999人,互联网,青岛,不限,5-10年,14182,23046,18614,"数据分析,Axure,用户研究,PRD文档,Figma,需求分析","进行用户调研和需求分析
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源","具备良好的产品思维和用户洞察力
5-10年以上产品经理经验
不限及以上学历
熟练使用Axure、Figma等设计工具",2026-03-03,2727,128
JOB717846,UI设计,设计,大疆创新,0-20人,金融,北京,博士,3-5年,26320,42771,34545,"Adobe XD,Sketch,Photoshop,Figma","与产品、开发团队协作
根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验","3-5年以上设计经验
具备良好的审美能力和创意思维
博士及以上学历，设计相关专业优先
具备良好的沟通理解能力",2026-02-09,3553,193
JOB636426,架构师,技术,网易,500-999人,金融,上海,不限,1-3年,10571,17179,13875,"Linux,Vue,Spring Boot,高并发,PyTorch,Scikit-learn","参与需求分析、系统设计、编码实现和测试
编写高质量、可维护的代码
负责架构师相关的系统设计和开发工作","熟悉相关技术栈和开发工具
不限及以上学历，计算机相关专业优先
具备良好的沟通能力和团队协作精神
1-3年以上相关工作经验",2026-02-14,3765,49
JOB536896,新媒体运营,运营,华为,500-999人,金融,西安,大专,1-3年,5334,8668,7001,"新媒体,SEM,数据分析,用户增长","策划和执行线上线下活动
负责新媒体运营相关的运营工作
维护用户关系，提升用户活跃度","有成功运营案例者优先
具备良好的文案写作能力
1-3年以上运营经验
大专及以上学历",2026-02-28,1186,169
JOB758250,Java开发工程师,技术,新浪,0-20人,制造业,深圳,硕士,不限,14708,23901,19304,"Jenkins,算法,Redis,Java,数据结构,Git","负责Java开发工程师相关的系统设计和开发工作
编写高质量、可维护的代码
持续优化系统性能和用户体验","不限以上相关工作经验
硕士及以上学历，计算机相关专业优先
具备良好的沟通能力和团队协作精神
有大型项目经验者优先",2026-02-22,2516,183
JOB631720,产品助理,产品,大疆创新,500-999人,零售,郑州,博士,1-3年,13120,21321,17220,"需求分析,数据分析,Figma,原型设计","跟踪产品上线后的数据表现
进行用户调研和需求分析
负责产品助理的产品规划和设计","熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
1-3年以上产品经理经验
博士及以上学历",2026-02-23,1329,185
JOB715436,品牌经理,市场,京东,500-999人,房地产,成都,不限,5-10年,12228,19871,16049,"渠道拓展,BD,市场调研,品牌推广","制定市场推广策略和计划
分析市场动态和竞争对手
负责品牌经理相关的市场推广工作","不限及以上学历
熟悉各类营销渠道和推广方式
有相关行业资源者优先
5-10年以上市场推广经验",2026-03-06,883,136
JOB263517,架构师,技术,美的,100-499人,金融,重庆,硕士,3-5年,16285,26463,21374,"Spark,微服务,数据结构,Docker","负责架构师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验","具备良好的沟通能力和团队协作精神
有大型项目经验者优先
3-5年以上相关工作经验
具备良好的编程基础和算法能力",2026-02-28,2478,8
JOB996405,人力资源,职能,京东,1000-9999人,制造业,南京,不限,不限,4279,6953,5616,"PPT,组织管理,绩效考核,薪酬管理,Excel","协调各部门之间的沟通
完成上级交办的其他任务
负责人力资源相关工作","具备良好的沟通协调能力
不限以上相关工作经验
熟练使用办公软件
工作认真负责，细致耐心",2026-02-08,945,31
JOB609092,运维工程师,技术,当当网,100-499人,物流,深圳,大专,1-3年,9590,15584,12587,"TypeScript,Scikit-learn,Spark,Git,MongoDB","参与技术方案评审，解决技术难题
编写高质量、可维护的代码
持续优化系统性能和用户体验","有大型项目经验者优先
1-3年以上相关工作经验
具备良好的沟通能力和团队协作精神
大专及以上学历，计算机相关专业优先",2026-03-05,1168,52
JOB406761,产品总监,产品,云从科技,500-999人,制造业,广州,博士,应届生,10222,16611,13416,"Axure,用户研究,数据分析,需求分析","编写产品需求文档（PRD）
负责产品总监的产品规划和设计
跟踪产品上线后的数据表现","具备优秀的沟通协调能力
有相关行业产品经验者优先
熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力",2026-02-11,1409,21
JOB169270,算法工程师,技术,中兴通讯,0-20人,其他,深圳,不限,1-3年,11193,18189,14691,"算法,Python,Linux,微服务","参与技术方案评审，解决技术难题
持续优化系统性能和用户体验
编写高质量、可维护的代码","具备良好的编程基础和算法能力
1-3年以上相关工作经验
不限及以上学历，计算机相关专业优先
有大型项目经验者优先",2026-02-04,1055,191
JOB910652,数据工程师,技术,字节跳动,0-20人,互联网,青岛,本科,应届生,4757,7730,6243,"Java,Spark,Pandas","编写高质量、可维护的代码
参与技术方案评审，解决技术难题
负责数据工程师相关的系统设计和开发工作","本科及以上学历，计算机相关专业优先
具备良好的编程基础和算法能力
应届生以上相关工作经验
具备良好的沟通能力和团队协作精神",2026-02-05,483,84
JOB713838,数据运营,运营,云从科技,10000人以上,零售,武汉,博士,10年以上,27396,44519,35957,"内容策划,用户增长,社群运营","维护用户关系，提升用户活跃度
分析运营数据，优化运营效果
负责数据运营相关的运营工作","熟悉新媒体运营和内容策划
10年以上以上运营经验
具备良好的文案写作能力
有成功运营案例者优先",2026-02-10,4436,63
JOB966145,视觉设计,设计,快手,100-499人,医疗,重庆,不限,应届生,4604,7482,6043,"Adobe XD,Sketch,After Effects,3D Max","持续优化设计质量和用户体验
负责视觉设计相关的设计工作
根据需求进行创意设计和视觉表现","熟练使用设计软件和工具
具备良好的沟通理解能力
有优秀作品集者优先
应届生以上设计经验",2026-02-20,3975,107
JOB429731,运营经理,运营,快手,1000-9999人,其他,苏州,硕士,10年以上,22035,35807,28921,"社群运营,活动策划,用户增长","负责运营经理相关的运营工作
制定运营策略和执行计划
分析运营数据，优化运营效果","具备数据分析能力和运营思维
有成功运营案例者优先
10年以上以上运营经验
熟悉新媒体运营和内容策划",2026-02-20,2243,153
JOB837562,行政助理,职能,云从科技,0-20人,能源,郑州,大专,应届生,3000,5000,4000,"组织管理,Excel,PPT,招聘,培训","协助部门完成日常管理工作
完成上级交办的其他任务
负责行政助理相关工作","有相关行业经验者优先
具备良好的沟通协调能力
工作认真负责，细致耐心
熟练使用办公软件",2026-02-16,2472,76
JOB576157,行政助理,职能,比亚迪,100-499人,房地产,杭州,不限,3-5年,7865,12781,10323,"Excel,绩效考核,招聘,沟通协调,培训","负责行政助理相关工作
整理和归档相关文件资料
协助部门完成日常管理工作","3-5年以上相关工作经验
工作认真负责，细致耐心
不限及以上学历
有相关行业经验者优先",2026-03-02,3208,188
JOB158149,市场专员,市场,美团,100-499人,医疗,广州,本科,10年以上,28137,45723,36930,"媒介投放,营销策划,公关,渠道拓展","负责市场专员相关的市场推广工作
制定市场推广策略和计划
分析市场动态和竞争对手","有相关行业资源者优先
具备良好的商务谈判能力
具备市场策划和执行能力
10年以上以上市场推广经验",2026-02-26,3105,194
JOB768438,产品助理,产品,携程,500-999人,教育,重庆,不限,应届生,4043,6570,5306,"数据分析,PRD文档,Axure","协调开发、设计、测试等团队资源
进行用户调研和需求分析
负责产品助理的产品规划和设计","具备优秀的沟通协调能力
熟练使用Axure、Figma等设计工具
不限及以上学历
有相关行业产品经验者优先",2026-02-07,1851,70
JOB519780,UI设计,设计,海尔,100-499人,医疗,深圳,大专,不限,6476,10524,8500,"Illustrator,C4D,3D Max","持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
制作设计稿和交互原型","不限以上设计经验
具备良好的沟通理解能力
大专及以上学历，设计相关专业优先
具备良好的审美能力和创意思维",2026-02-08,1826,190
JOB436026,数据工程师,技术,当当网,1000-9999人,零售,广州,不限,10年以上,29790,48410,39100,"Java,Docker,Python,Kubernetes,机器学习","负责数据工程师相关的系统设计和开发工作
编写高质量、可维护的代码
持续优化系统性能和用户体验","有大型项目经验者优先
不限及以上学历，计算机相关专业优先
具备良好的编程基础和算法能力
10年以上以上相关工作经验",2026-03-02,3873,133
JOB449877,销售经理,市场,京东,500-999人,房地产,天津,博士,1-3年,13537,21997,17767,"渠道拓展,媒介投放,市场调研,公关","制定市场推广策略和计划
负责销售经理相关的市场推广工作
分析市场动态和竞争对手","具备市场策划和执行能力
有相关行业资源者优先
熟悉各类营销渠道和推广方式
1-3年以上市场推广经验",2026-03-04,2299,156
JOB731807,品牌经理,市场,优酷,100-499人,房地产,广州,大专,应届生,4462,7252,5857,"市场调研,BD,公关,渠道拓展","拓展市场渠道和合作伙伴
分析市场动态和竞争对手
制定市场推广策略和计划","大专及以上学历
有相关行业资源者优先
应届生以上市场推广经验
具备市场策划和执行能力",2026-03-02,1245,23
JOB747044,行政助理,职能,大疆创新,0-20人,医疗,西安,不限,3-5年,6826,11093,8959,"绩效考核,招聘,组织管理","完成上级交办的其他任务
协助部门完成日常管理工作
负责行政助理相关工作","工作认真负责，细致耐心
有相关行业经验者优先
3-5年以上相关工作经验
不限及以上学历",2026-02-16,1345,172
JOB294335,UI设计师,产品,当当网,0-20人,物流,北京,本科,不限,9683,15735,12709,"数据分析,PRD文档,Figma,Axure,产品设计,原型设计","协调开发、设计、测试等团队资源
进行用户调研和需求分析
编写产品需求文档（PRD）","具备优秀的沟通协调能力
不限以上产品经理经验
有相关行业产品经验者优先
熟练使用Axure、Figma等设计工具",2026-02-12,3448,119
JOB403586,测试工程师,技术,阿里巴巴,1000-9999人,物流,青岛,大专,不限,5545,9011,7278,"Django,MongoDB,NumPy,高并发,Redis,TensorFlow","参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验","有大型项目经验者优先
具备良好的沟通能力和团队协作精神
具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具",2026-03-06,1044,41
JOB195160,产品助理,产品,小米,20-99人,零售,成都,本科,应届生,4337,7048,5692,"Figma,用户研究,需求分析,Axure","编写产品需求文档（PRD）
协调开发、设计、测试等团队资源
进行用户调研和需求分析","具备优秀的沟通协调能力
应届生以上产品经理经验
熟练使用Axure、Figma等设计工具
本科及以上学历",2026-02-21,3995,167
JOB444205,品牌经理,市场,美团,100-499人,能源,杭州,大专,1-3年,8613,13997,11305,"市场调研,品牌推广,渠道拓展,公关","拓展市场渠道和合作伙伴
组织市场活动和品牌宣传
负责品牌经理相关的市场推广工作","大专及以上学历
具备市场策划和执行能力
具备良好的商务谈判能力
1-3年以上市场推广经验",2026-02-27,1433,30
JOB515916,法务专员,职能,商汤科技,100-499人,互联网,天津,不限,3-5年,6837,11110,8973,"沟通协调,组织管理,Excel,绩效考核","整理和归档相关文件资料
负责法务专员相关工作
协助部门完成日常管理工作","工作认真负责，细致耐心
3-5年以上相关工作经验
熟练使用办公软件
不限及以上学历",2026-02-20,1402,43
JOB687769,交互设计,设计,哔哩哔哩,1000-9999人,教育,长沙,不限,10年以上,14724,23927,19325,"C4D,Adobe XD,After Effects,3D Max,Photoshop,Figma","负责交互设计相关的设计工作
与产品、开发团队协作
制作设计稿和交互原型","有优秀作品集者优先
具备良好的审美能力和创意思维
10年以上以上设计经验
具备良好的沟通理解能力",2026-02-23,2435,84
JOB869927,产品经理,产品,携程,10000人以上,房地产,成都,本科,不限,5867,9534,7700,"Figma,数据分析,产品设计","协调开发、设计、测试等团队资源
进行用户调研和需求分析
编写产品需求文档（PRD）","熟练使用Axure、Figma等设计工具
本科及以上学历
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力",2026-03-01,4168,71
JOB839717,产品经理,产品,拼多多,10000人以上,其他,北京,硕士,应届生,7713,12534,10123,"产品设计,Axure,Figma,用户研究,需求分析","跟踪产品上线后的数据表现
协调开发、设计、测试等团队资源
进行用户调研和需求分析","有相关行业产品经验者优先
具备优秀的沟通协调能力
硕士及以上学历
熟练使用Axure、Figma等设计工具",2026-02-05,2251,135
JOB487391,平面设计,设计,商汤科技,100-499人,教育,成都,不限,应届生,3860,6273,5066,"After Effects,Adobe XD,Sketch,Photoshop,3D Max","负责平面设计相关的设计工作
制作设计稿和交互原型
根据需求进行创意设计和视觉表现","不限及以上学历，设计相关专业优先
具备良好的审美能力和创意思维
有优秀作品集者优先
具备良好的沟通理解能力",2026-02-18,4345,123
JOB611664,动效设计师,设计,云从科技,1000-9999人,其他,成都,大专,3-5年,9812,15945,12878,"Sketch,Adobe XD,Photoshop,Illustrator","与产品、开发团队协作
负责动效设计师相关的设计工作
制作设计稿和交互原型","大专及以上学历，设计相关专业优先
熟练使用设计软件和工具
具备良好的审美能力和创意思维
具备良好的沟通理解能力",2026-03-06,2624,183
JOB600892,BD经理,市场,中通,100-499人,物流,广州,本科,应届生,4784,7774,6279,"公关,品牌推广,营销策划","分析市场动态和竞争对手
制定市场推广策略和计划
拓展市场渠道和合作伙伴","具备市场策划和执行能力
应届生以上市场推广经验
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力",2026-02-19,3841,76
JOB207441,品牌经理,市场,海康威视,10000人以上,房地产,广州,博士,3-5年,22890,37197,30043,"BD,公关,媒介投放,市场调研,渠道拓展,营销策划","负责品牌经理相关的市场推广工作
组织市场活动和品牌宣传
制定市场推广策略和计划","3-5年以上市场推广经验
熟悉各类营销渠道和推广方式
博士及以上学历
具备市场策划和执行能力",2026-02-12,1030,29
JOB524486,交互设计,设计,当当网,0-20人,物流,苏州,硕士,1-3年,11018,17904,14461,"C4D,Adobe XD,Figma","制作设计稿和交互原型
与产品、开发团队协作
持续优化设计质量和用户体验","1-3年以上设计经验
具备良好的审美能力和创意思维
熟练使用设计软件和工具
具备良好的沟通理解能力",2026-02-27,2335,192
JOB875543,产品总监,产品,小米,0-20人,互联网,成都,大专,应届生,3313,5384,4348,"Axure,用户研究,产品设计,原型设计","跟踪产品上线后的数据表现
负责产品总监的产品规划和设计
进行用户调研和需求分析","大专及以上学历
有相关行业产品经验者优先
具备优秀的沟通协调能力
熟练使用Axure、Figma等设计工具",2026-02-11,1158,16
JOB945800,测试工程师,技术,360,10000人以上,能源,南京,硕士,5-10年,29683,48235,38959,"MongoDB,Pandas,Jenkins","持续优化系统性能和用户体验
参与技术方案评审，解决技术难题
负责测试工程师相关的系统设计和开发工作","具备良好的沟通能力和团队协作精神
具备良好的编程基础和算法能力
5-10年以上相关工作经验
硕士及以上学历，计算机相关专业优先",2026-02-10,4201,19
JOB295137,人力资源,职能,宁德时代,20-99人,制造业,深圳,硕士,3-5年,12733,20691,16712,"招聘,Excel,组织管理,薪酬管理,PPT,绩效考核","协助部门完成日常管理工作
协调各部门之间的沟通
整理和归档相关文件资料","有相关行业经验者优先
具备良好的沟通协调能力
熟练使用办公软件
3-5年以上相关工作经验",2026-02-11,1681,109
JOB827629,运营经理,运营,当当网,10000人以上,物流,成都,硕士,1-3年,7764,12616,10190,"数据分析,活动策划,社群运营","负责运营经理相关的运营工作
分析运营数据，优化运营效果
策划和执行线上线下活动","具备数据分析能力和运营思维
熟悉新媒体运营和内容策划
具备良好的文案写作能力
1-3年以上运营经验",2026-02-15,1178,5
JOB607291,行政专员,职能,华为,20-99人,金融,苏州,博士,1-3年,9953,16173,13063,"招聘,Excel,薪酬管理,培训,沟通协调,PPT","整理和归档相关文件资料
完成上级交办的其他任务
负责行政专员相关工作","工作认真负责，细致耐心
熟练使用办公软件
具备良好的沟通协调能力
博士及以上学历",2026-02-17,1512,150
JOB785931,运维工程师,技术,平安科技,500-999人,其他,广州,不限,不限,7091,11523,9307,"Spark,React,深度学习","编写高质量、可维护的代码
持续优化系统性能和用户体验
负责运维工程师相关的系统设计和开发工作","不限以上相关工作经验
熟悉相关技术栈和开发工具
有大型项目经验者优先
具备良好的沟通能力和团队协作精神",2026-02-12,1180,173
JOB496923,3D设计师,设计,优酷,0-20人,制造业,青岛,硕士,10年以上,19816,32201,26008,"Photoshop,Sketch,C4D,Figma,3D Max,After Effects","制作设计稿和交互原型
根据需求进行创意设计和视觉表现
与产品、开发团队协作","有优秀作品集者优先
具备良好的沟通理解能力
10年以上以上设计经验
熟练使用设计软件和工具",2026-02-06,246,199
JOB552241,技术总监,技术,比亚迪,20-99人,互联网,西安,本科,1-3年,8384,13624,11004,"Java,Pandas,Scikit-learn","参与需求分析、系统设计、编码实现和测试
参与技术方案评审，解决技术难题
编写高质量、可维护的代码","本科及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具
具备良好的沟通能力和团队协作精神
具备良好的编程基础和算法能力",2026-02-09,4624,40
JOB756268,内容运营,运营,阿里巴巴,1000-9999人,教育,成都,硕士,1-3年,9997,16245,13121,"数据分析,用户增长,内容策划,SEO","维护用户关系，提升用户活跃度
负责内容运营相关的运营工作
制定运营策略和执行计划","具备良好的文案写作能力
硕士及以上学历
1-3年以上运营经验
熟悉新媒体运营和内容策划",2026-02-08,4495,60
JOB911164,UI设计师,产品,快手,500-999人,教育,青岛,本科,1-3年,6352,10322,8337,"Figma,原型设计,需求分析,数据分析","负责UI设计师的产品规划和设计
协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现","具备优秀的沟通协调能力
1-3年以上产品经理经验
本科及以上学历
有相关行业产品经验者优先",2026-02-10,4550,154
JOB779677,交互设计,设计,快手,20-99人,医疗,西安,本科,不限,5726,9305,7515,"Sketch,Adobe XD,3D Max,After Effects","与产品、开发团队协作
持续优化设计质量和用户体验
负责交互设计相关的设计工作","具备良好的沟通理解能力
有优秀作品集者优先
熟练使用设计软件和工具
本科及以上学历，设计相关专业优先",2026-03-05,4264,186
JOB198361,UI设计,设计,搜狐,10000人以上,医疗,广州,本科,应届生,7063,11477,9270,"3D Max,After Effects,C4D,Illustrator,Photoshop,Adobe XD","制作设计稿和交互原型
持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现","具备良好的审美能力和创意思维
熟练使用设计软件和工具
应届生以上设计经验
本科及以上学历，设计相关专业优先",2026-02-19,328,187
JOB153761,用户运营,运营,美的,100-499人,制造业,青岛,不限,不限,5020,8158,6589,"数据分析,新媒体,SEM,社群运营","策划和执行线上线下活动
制定运营策略和执行计划
负责用户运营相关的运营工作","不限以上运营经验
熟悉新媒体运营和内容策划
具备数据分析能力和运营思维
具备良好的文案写作能力",2026-02-07,3087,170
JOB154743,视觉设计,设计,新浪,20-99人,互联网,长沙,博士,3-5年,17191,27936,22563,"C4D,3D Max,Photoshop","持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
负责视觉设计相关的设计工作","有优秀作品集者优先
熟练使用设计软件和工具
具备良好的沟通理解能力
博士及以上学历，设计相关专业优先",2026-02-04,3661,196
JOB796458,公关经理,市场,商汤科技,1000-9999人,能源,长沙,硕士,10年以上,19926,32381,26153,"媒介投放,品牌推广,公关,营销策划,渠道拓展,BD","制定市场推广策略和计划
拓展市场渠道和合作伙伴
负责公关经理相关的市场推广工作","具备良好的商务谈判能力
10年以上以上市场推广经验
熟悉各类营销渠道和推广方式
具备市场策划和执行能力",2026-02-04,405,52
JOB358626,3D设计师,设计,百度,100-499人,房地产,青岛,不限,3-5年,8766,14245,11505,"After Effects,Figma,Photoshop,Adobe XD,Illustrator","与产品、开发团队协作
负责3D设计师相关的设计工作
持续优化设计质量和用户体验","有优秀作品集者优先
不限及以上学历，设计相关专业优先
熟练使用设计软件和工具
具备良好的审美能力和创意思维",2026-02-14,3383,44
JOB393458,平面设计,设计,商汤科技,20-99人,教育,青岛,不限,10年以上,18593,30214,24403,"Sketch,C4D,Figma,After Effects,3D Max","负责平面设计相关的设计工作
与产品、开发团队协作
制作设计稿和交互原型","10年以上以上设计经验
熟练使用设计软件和工具
有优秀作品集者优先
不限及以上学历，设计相关专业优先",2026-03-04,3998,191
JOB826994,Python开发工程师,技术,蚂蚁集团,100-499人,房地产,上海,博士,3-5年,37121,60323,48722,"Git,高并发,Redis,Jenkins,Django,Docker","负责Python开发工程师相关的系统设计和开发工作
持续优化系统性能和用户体验
参与需求分析、系统设计、编码实现和测试","熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力
具备良好的沟通能力和团队协作精神
3-5年以上相关工作经验",2026-02-12,4262,149
JOB144518,会计,职能,美的,1000-9999人,能源,上海,博士,5-10年,24503,39818,32160,"薪酬管理,招聘,培训","整理和归档相关文件资料
协助部门完成日常管理工作
负责会计相关工作","有相关行业经验者优先
博士及以上学历
工作认真负责，细致耐心
具备良好的沟通协调能力",2026-02-28,1937,82
JOB226520,UI设计,设计,平安科技,10000人以上,互联网,长沙,大专,3-5年,7477,12151,9814,"Figma,Photoshop,Illustrator,Adobe XD","负责UI设计相关的设计工作
根据需求进行创意设计和视觉表现
与产品、开发团队协作","具备良好的审美能力和创意思维
3-5年以上设计经验
大专及以上学历，设计相关专业优先
熟练使用设计软件和工具",2026-02-20,1902,32
JOB258343,出纳,职能,大疆创新,1000-9999人,能源,成都,大专,3-5年,7354,11951,9652,"组织管理,PPT,绩效考核","完成上级交办的其他任务
协调各部门之间的沟通
负责出纳相关工作","3-5年以上相关工作经验
有相关行业经验者优先
工作认真负责，细致耐心
熟练使用办公软件",2026-02-18,419,164
JOB719117,交互设计,产品,云从科技,20-99人,其他,广州,不限,10年以上,26028,42295,34161,"产品设计,Axure,需求分析","负责交互设计的产品规划和设计
编写产品需求文档（PRD）
进行用户调研和需求分析","熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力
有相关行业产品经验者优先
不限及以上学历",2026-02-05,430,61
JOB669212,架构师,技术,顺丰,100-499人,能源,武汉,不限,应届生,5845,9499,7672,"Jenkins,Python,Git,Scikit-learn,Kubernetes,NumPy","持续优化系统性能和用户体验
参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试","具备良好的编程基础和算法能力
有大型项目经验者优先
不限及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具",2026-02-17,2975,25
JOB210929,新媒体运营,运营,拼多多,100-499人,零售,天津,本科,5-10年,13484,21912,17698,"活动策划,内容策划,新媒体,SEO,社群运营,数据分析","策划和执行线上线下活动
制定运营策略和执行计划
维护用户关系，提升用户活跃度","具备良好的文案写作能力
具备数据分析能力和运营思维
5-10年以上运营经验
本科及以上学历",2026-03-06,1174,46
JOB771771,会计,职能,旷视科技,20-99人,金融,青岛,本科,5-10年,9764,15866,12815,"绩效考核,薪酬管理,PPT,培训,Excel","负责会计相关工作
完成上级交办的其他任务
整理和归档相关文件资料","具备良好的沟通协调能力
5-10年以上相关工作经验
有相关行业经验者优先
本科及以上学历",2026-02-11,3262,103
JOB345217,视觉设计,设计,旷视科技,1000-9999人,物流,武汉,博士,5-10年,26635,43283,34959,"After Effects,Figma,C4D,Photoshop","持续优化设计质量和用户体验
制作设计稿和交互原型
根据需求进行创意设计和视觉表现","博士及以上学历，设计相关专业优先
具备良好的审美能力和创意思维
5-10年以上设计经验
具备良好的沟通理解能力",2026-02-05,2567,105
JOB866266,活动运营,运营,百度,1000-9999人,房地产,青岛,博士,3-5年,17197,27945,22571,"社群运营,新媒体,SEO,SEM","策划和执行线上线下活动
维护用户关系，提升用户活跃度
负责活动运营相关的运营工作","熟悉新媒体运营和内容策划
具备数据分析能力和运营思维
有成功运营案例者优先
博士及以上学历",2026-02-15,1130,149
JOB197895,公关经理,市场,腾讯,100-499人,医疗,长沙,本科,5-10年,10375,16860,13617,"BD,品牌推广,渠道拓展","负责公关经理相关的市场推广工作
分析市场动态和竞争对手
组织市场活动和品牌宣传","熟悉各类营销渠道和推广方式
有相关行业资源者优先
5-10年以上市场推广经验
本科及以上学历",2026-02-08,4346,45
JOB868027,市场经理,市场,中通,1000-9999人,物流,南京,硕士,应届生,6880,11180,9030,"市场调研,营销策划,渠道拓展","拓展市场渠道和合作伙伴
负责市场经理相关的市场推广工作
分析市场动态和竞争对手","具备良好的商务谈判能力
硕士及以上学历
应届生以上市场推广经验
有相关行业资源者优先",2026-02-15,1329,46
JOB597801,活动运营,运营,商汤科技,10000人以上,制造业,杭州,硕士,3-5年,17852,29010,23431,"SEM,用户增长,活动策划,社群运营,新媒体","维护用户关系，提升用户活跃度
制定运营策略和执行计划
策划和执行线上线下活动","具备数据分析能力和运营思维
熟悉新媒体运营和内容策划
具备良好的文案写作能力
硕士及以上学历",2026-02-20,2654,11
JOB527857,媒介专员,市场,顺丰,10000人以上,制造业,武汉,博士,10年以上,27589,44832,36210,"营销策划,品牌推广,媒介投放,渠道拓展","制定市场推广策略和计划
组织市场活动和品牌宣传
分析市场动态和竞争对手","具备良好的商务谈判能力
有相关行业资源者优先
10年以上以上市场推广经验
博士及以上学历",2026-02-20,3178,26
JOB962129,视觉设计,设计,腾讯,1000-9999人,物流,成都,不限,1-3年,7567,12297,9932,"Photoshop,Adobe XD,After Effects,Illustrator,3D Max,Figma","负责视觉设计相关的设计工作
根据需求进行创意设计和视觉表现
与产品、开发团队协作","1-3年以上设计经验
具备良好的审美能力和创意思维
不限及以上学历，设计相关专业优先
有优秀作品集者优先",2026-02-21,4017,24
JOB135234,用户研究,产品,平安科技,10000人以上,金融,深圳,本科,不限,8681,14107,11394,"Axure,原型设计,PRD文档,需求分析","跟踪产品上线后的数据表现
编写产品需求文档（PRD）
进行用户调研和需求分析","不限以上产品经理经验
熟练使用Axure、Figma等设计工具
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力",2026-03-01,4196,70
JOB129425,人力资源,职能,华为,0-20人,互联网,郑州,本科,3-5年,7793,12665,10229,"薪酬管理,培训,招聘,Excel,PPT","完成上级交办的其他任务
协助部门完成日常管理工作
整理和归档相关文件资料","有相关行业经验者优先
本科及以上学历
3-5年以上相关工作经验
熟练使用办公软件",2026-02-19,3354,173
JOB539257,销售经理,市场,携程,0-20人,医疗,天津,博士,10年以上,25999,42248,34123,"媒介投放,市场调研,BD","拓展市场渠道和合作伙伴
负责销售经理相关的市场推广工作
分析市场动态和竞争对手","具备良好的商务谈判能力
10年以上以上市场推广经验
熟悉各类营销渠道和推广方式
有相关行业资源者优先",2026-03-04,1845,129
